NAME,B19013_001E,state,county,year
"Cedar County, Iowa",67795,19,031,2019
"Floyd County, Iowa",50406,19,067,2019
"Greene County, Iowa",53050,19,073,2019
"Louisa County, Iowa",56673,19,115,2019
"Lyon County, Iowa",64982,19,119,2019
"Union County, Georgia",50021,13,291,2019
"Bladen County, North Carolina",36173,37,017,2019
"Carteret County, North Carolina",57194,37,031,2019
"Bertie County, North Carolina",35527,37,015,2019
"Martin County, North Carolina",40090,37,117,2019
"Perquimans County, North Carolina",47162,37,143,2019
"Rockingham County, North Carolina",43579,37,157,2019
"Camden County, North Carolina",64572,37,029,2019
"Gaston County, North Carolina",52835,37,071,2019
"Moore County, North Carolina",59963,37,125,2019
"Stanly County, North Carolina",52623,37,167,2019
"Yancey County, North Carolina",42222,37,199,2019
"Chatham County, North Carolina",67031,37,037,2019
"Johnston County, North Carolina",59865,37,101,2019
"Person County, North Carolina",51020,37,145,2019
"Ashe County, North Carolina",40962,37,009,2019
"Lenoir County, North Carolina",39402,37,107,2019
"Onslow County, North Carolina",50278,37,133,2019
"Rutherford County, North Carolina",42608,37,161,2019
"Yadkin County, North Carolina",44682,37,197,2019
"Burke County, North Carolina",44557,37,023,2019
"Traill County, North Dakota",64453,38,097,2019
"Dickey County, North Dakota",65492,38,021,2019
"Ward County, North Dakota",68871,38,101,2019
"Pembina County, North Dakota",64549,38,067,2019
"Hettinger County, North Dakota",60164,38,041,2019
"Cass County, North Dakota",64482,38,017,2019
"Emmons County, North Dakota",55902,38,029,2019
"Richland County, North Dakota",61371,38,077,2019
"Adams County, North Dakota",56681,38,001,2019
"Eddy County, North Dakota",54868,38,027,2019
"Mercer County, North Dakota",82181,38,057,2019
"Ransom County, North Dakota",63903,38,073,2019
"Sioux County, North Dakota",38939,38,085,2019
"Golden Valley County, North Dakota",58690,38,033,2019
"Towner County, North Dakota",52300,38,095,2019
"Divide County, North Dakota",62865,38,023,2019
"Sargent County, North Dakota",63073,38,081,2019
"Meigs County, Ohio",44899,39,105,2019
"Champaign County, Ohio",60112,39,021,2019
"Greene County, Ohio",68720,39,057,2019
"Lawrence County, Ohio",45118,39,087,2019
"Morgan County, Ohio",42341,39,115,2019
"Wyandot County, Ohio",55767,39,175,2019
"Erie County, Ohio",54226,39,043,2019
"Logan County, Ohio",56754,39,091,2019
"Summit County, Ohio",57181,39,153,2019
"Lemhi County, Idaho",39324,16,059,2019
"Payette County, Idaho",50579,16,075,2019
"Benewah County, Idaho",47556,16,009,2019
"Bonner County, Idaho",50256,16,017,2019
"Clark County, Idaho",46154,16,033,2019
"Custer County, Idaho",40875,16,037,2019
"Elmore County, Idaho",46855,16,039,2019
"Fremont County, Idaho",58065,16,043,2019
"Madison County, Idaho",39160,16,065,2019
"Shoshone County, Idaho",39386,16,079,2019
"Idaho County, Idaho",41516,16,049,2019
"Teton County, Idaho",74216,16,081,2019
"Power County, Idaho",48823,16,077,2019
"Washington County, Idaho",40992,16,087,2019
"Hancock County, Illinois",52561,17,067,2019
"Madison County, Illinois",60738,17,119,2019
"Grundy County, Illinois",77350,17,063,2019
"Kankakee County, Illinois",58902,17,091,2019
"Mercer County, Illinois",59787,17,131,2019
"DuPage County, Illinois",92809,17,043,2019
"Alexander County, Illinois",36806,17,003,2019
"Menard County, Illinois",74684,17,129,2019
"LaSalle County, Illinois",58142,17,099,2019
"Cook County, Illinois",64660,17,031,2019
"Macon County, Illinois",50480,17,115,2019
"Stephenson County, Illinois",48805,17,177,2019
"Wayne County, Illinois",50251,17,191,2019
"Woodford County, Illinois",72808,17,203,2019
"Franklin County, Illinois",42769,17,055,2019
"McDonough County, Illinois",44471,17,109,2019
"McHenry County, Illinois",86799,17,111,2019
"Greeley County, Kansas",54112,20,071,2019
"Ellis County, Kansas",52883,20,051,2019
"Linn County, Kansas",48778,20,107,2019
"Seward County, Kansas",49291,20,175,2019
"Johnson County, Kansas",89087,20,091,2019
"Miami County, Kansas",71995,20,121,2019
"Woodson County, Kansas",39643,20,207,2019
"Ness County, Kansas",56492,20,135,2019
"Bourbon County, Kansas",43917,20,011,2019
"Kiowa County, Kansas",53274,20,097,2019
"Shawnee County, Kansas",56762,20,177,2019
"Chautauqua County, Kansas",40298,20,019,2019
"Reno County, Kansas",49936,20,155,2019
"Doniphan County, Kansas",49703,20,043,2019
"Haskell County, Kansas",55064,20,081,2019
"Scott County, Kansas",65417,20,171,2019
"Brown County, Kansas",48333,20,013,2019
"Phillips County, Kansas",50093,20,147,2019
"Decatur County, Kansas",48125,20,039,2019
"Garrard County, Kentucky",52631,21,079,2019
"Campbell County, Kentucky",63050,21,037,2019
"Elliott County, Kentucky",32306,21,063,2019
"Larue County, Kentucky",47643,21,123,2019
"Mercer County, Kentucky",55093,21,167,2019
"Russell County, Kentucky",38390,21,207,2019
"Washington County, Kentucky",53743,21,229,2019
"Barren County, Kentucky",41459,21,009,2019
"Hancock County, Kentucky",57217,21,091,2019
"Hardin County, Kentucky",54367,21,093,2019
"McLean County, Kentucky",51861,21,149,2019
"Powell County, Kentucky",37469,21,197,2019
"Caldwell County, Kentucky",44775,21,033,2019
"Boyd County, Kentucky",48308,21,019,2019
"Fayette County, Kentucky",57291,21,067,2019
"Johnson County, Kentucky",37055,21,115,2019
"Morgan County, Kentucky",36134,21,175,2019
"Pulaski County, Kentucky",39998,21,199,2019
"Adair County, Kentucky",38021,21,001,2019
"Breathitt County, Kentucky",27344,21,025,2019
"Hart County, Kentucky",38396,21,099,2019
"Trimble County, Kentucky",53056,21,223,2019
"Hickman County, Kentucky",42929,21,105,2019
"Lyon County, Kentucky",52528,21,143,2019
"Lewis County, Kentucky",31147,21,135,2019
"Woodford County, Kentucky",63820,21,239,2019
"Leslie County, Kentucky",31627,21,131,2019
"Lawrence County, Kentucky",32798,21,127,2019
"McCracken County, Kentucky",46080,21,145,2019
"Brule County, South Dakota",57196,46,015,2019
"Gregory County, South Dakota",43438,46,053,2019
"Minnehaha County, South Dakota",61772,46,099,2019
"Clark County, South Dakota",48980,46,025,2019
"Kingsbury County, South Dakota",61699,46,077,2019
"Clay County, South Dakota",50724,46,027,2019
"Dewey County, South Dakota",47475,46,041,2019
"Hughes County, South Dakota",64783,46,065,2019
"Sanborn County, South Dakota",56875,46,111,2019
"Hand County, South Dakota",54155,46,059,2019
"Yankton County, South Dakota",58342,46,135,2019
"Beadle County, South Dakota",52313,46,005,2019
"Davison County, South Dakota",50570,46,035,2019
"Jerauld County, South Dakota",49632,46,073,2019
"Stanley County, South Dakota",71382,46,117,2019
"Potter County, South Dakota",54583,46,107,2019
"Charles Mix County, South Dakota",50481,46,023,2019
"Marshall County, South Dakota",63723,46,091,2019
"Perkins County, South Dakota",57981,46,105,2019
"Whitley County, Kentucky",39005,21,235,2019
"Floyd County, Kentucky",32730,21,071,2019
"Kenton County, Kentucky",64339,21,117,2019
"Magoffin County, Kentucky",28147,21,153,2019
"Rowan County, Kentucky",38230,21,205,2019
"Taylor County, Kentucky",44522,21,217,2019
"Carlisle County, Kentucky",45109,21,039,2019
"Estill County, Kentucky",31688,21,065,2019
"Rapides Parish, Louisiana",47269,22,079,2019
"Tangipahoa Parish, Louisiana",47832,22,105,2019
"West Carroll Parish, Louisiana",38500,22,123,2019
"Caldwell Parish, Louisiana",37691,22,021,2019
"East Carroll Parish, Louisiana",22346,22,035,2019
"Evangeline Parish, Louisiana",31965,22,039,2019
"St. Bernard Parish, Louisiana",44661,22,087,2019
"West Baton Rouge Parish, Louisiana",65385,22,121,2019
"Red River Parish, Louisiana",33816,22,081,2019
"Natchitoches Parish, Louisiana",28567,22,069,2019
"Catahoula Parish, Louisiana",40129,22,025,2019
"Franklin Parish, Louisiana",35282,22,041,2019
"Assumption Parish, Louisiana",43759,22,007,2019
"Vermilion Parish, Louisiana",51945,22,113,2019
"Concordia Parish, Louisiana",32500,22,029,2019
"Oxford County, Maine",49204,23,017,2019
"Penobscot County, Maine",50808,23,019,2019
"Androscoggin County, Maine",53509,23,001,2019
"Cumberland County, Maine",73072,23,005,2019
"York County, Maine",67830,23,031,2019
"Somerset County, Maine",44256,23,025,2019
"Worcester County, Maryland",63499,24,047,2019
"Talbot County, Maryland",73547,24,041,2019
"Barnstable County, Massachusetts",74336,25,001,2019
"Berkshire County, Massachusetts",59230,25,003,2019
"Plymouth County, Massachusetts",89489,25,023,2019
"Norfolk County, Massachusetts",103291,25,021,2019
"Nantucket County, Massachusetts",107717,25,019,2019
"Allegan County, Michigan",62965,26,005,2019
"Alger County, Michigan",45570,26,003,2019
"Oceana County, Michigan",50104,26,127,2019
"Clare County, Michigan",39565,26,035,2019
"Isabella County, Michigan",45116,26,073,2019
"Tuscola County, Michigan",49988,26,157,2019
"Alpena County, Michigan",43363,26,007,2019
"Midland County, Michigan",62625,26,111,2019
"Oscoda County, Michigan",42335,26,135,2019
"Clinton County, Michigan",70390,26,037,2019
"Gratiot County, Michigan",47848,26,057,2019
"Lenawee County, Michigan",55450,26,091,2019
"Montcalm County, Michigan",49448,26,117,2019
"St. Clair County, Michigan",56951,26,147,2019
"Washtenaw County, Michigan",72586,26,161,2019
"Cass County, Michigan",55107,26,027,2019
"Roscommon County, Michigan",42054,26,143,2019
"Branch County, Michigan",51947,26,023,2019
"Jackson County, Michigan",53658,26,075,2019
"Macomb County, Michigan",62855,26,099,2019
"Baraga County, Michigan",46065,26,013,2019
"Eaton County, Michigan",64348,26,045,2019
"Upson County, Georgia",37640,13,293,2019
"Washington County, Georgia",38068,13,303,2019
"White County, Georgia",52493,13,311,2019
"Peach County, Georgia",46636,13,225,2019
"Paulding County, Georgia",68370,13,223,2019
"Pierce County, Georgia",42804,13,229,2019
"Pike County, Georgia",64878,13,231,2019
"Richmond County, Georgia",42728,13,245,2019
"Screven County, Georgia",39842,13,251,2019
"Tattnall County, Georgia",40730,13,267,2019
"Berrien County, Georgia",40415,13,019,2019
"Montgomery County, Illinois",52748,17,135,2019
"Whiteside County, Illinois",54232,17,195,2019
"Adams County, Illinois",52993,17,001,2019
"Clinton County, Illinois",66639,17,027,2019
"DeKalb County, Illinois",63317,17,037,2019
"Edwards County, Illinois",51080,17,047,2019
"Jasper County, Illinois",54256,17,079,2019
"Jefferson County, Illinois",49896,17,081,2019
"Vermilion County, Illinois",46515,17,183,2019
"Will County, Illinois",86961,17,197,2019
"Williamson County, Illinois",50734,17,199,2019
"Clark County, Illinois",56531,17,023,2019
"Douglas County, Illinois",56714,17,041,2019
"Effingham County, Illinois",56685,17,049,2019
"Fulton County, Illinois",51643,17,057,2019
"Greene County, Illinois",49885,17,061,2019
"Hamilton County, Illinois",54046,17,065,2019
"Hardin County, Illinois",51250,17,069,2019
"Henry County, Illinois",59933,17,073,2019
"Johnson County, Illinois",52774,17,087,2019
"Knox County, Illinois",44129,17,095,2019
"Livingston County, Illinois",55160,17,105,2019
"Scott County, Illinois",57118,17,171,2019
"Tazewell County, Illinois",63454,17,179,2019
"Warren County, Illinois",50310,17,187,2019
"Harrison County, Indiana",57712,18,061,2019
"LaPorte County, Indiana",53658,18,091,2019
"Wabash County, Indiana",54259,18,169,2019
"Jasper County, Indiana",63892,18,073,2019
"Martin County, Indiana",52726,18,101,2019
"Porter County, Indiana",71152,18,127,2019
"Ripley County, Indiana",56332,18,137,2019
"Spencer County, Indiana",57305,18,147,2019
"Tipton County, Indiana",58118,18,159,2019
"Vigo County, Indiana",45230,18,167,2019
"Warrick County, Indiana",73482,18,173,2019
"DeKalb County, Indiana",56421,18,033,2019
"LaGrange County, Indiana",64498,18,087,2019
"Rush County, Indiana",54346,18,139,2019
"Boone County, Indiana",83077,18,011,2019
"Gogebic County, Michigan",38839,26,053,2019
"Meeker County, Minnesota",63452,27,093,2019
"Rice County, Minnesota",68584,27,131,2019
"Red Lake County, Minnesota",58576,27,125,2019
"Clay County, Minnesota",65269,27,027,2019
"Fillmore County, Minnesota",61207,27,045,2019
"Polk County, Minnesota",59343,27,119,2019
"Sibley County, Minnesota",63439,27,143,2019
"Watonwan County, Minnesota",54065,27,165,2019
"Big Stone County, Minnesota",53900,27,011,2019
"Cass County, Minnesota",52204,27,021,2019
"Hubbard County, Minnesota",56709,27,057,2019
"Martin County, Minnesota",52798,27,091,2019
"Nobles County, Minnesota",55304,27,105,2019
"Sherburne County, Minnesota",89250,27,141,2019
"Carver County, Minnesota",101496,27,019,2019
"McLeod County, Minnesota",62121,27,085,2019
"Ramsey County, Minnesota",64660,27,123,2019
"Winona County, Minnesota",59329,27,169,2019
"Dodge County, Minnesota",74575,27,039,2019
"Crow Wing County, Minnesota",56549,27,035,2019
"Wright County, Minnesota",84974,27,171,2019
"Lincoln County, Minnesota",53077,27,081,2019
"Mille Lacs County, Minnesota",56135,27,095,2019
"Carlton County, Minnesota",63098,27,017,2019
"Kanabec County, Minnesota",57163,27,065,2019
"St. Clair County, Alabama",58308,01,115,2019
"Cullman County, Alabama",44918,01,043,2019
"Houston County, Alabama",47580,01,069,2019
"Tuscaloosa County, Alabama",53326,01,125,2019
"Coffee County, Alabama",55637,01,031,2019
"Chilton County, Alabama",47468,01,021,2019
"Coosa County, Alabama",38990,01,037,2019
"Etowah County, Alabama",44637,01,055,2019
"Lamar County, Alabama",38364,01,075,2019
"Butler County, Alabama",40688,01,013,2019
"Walker County, Alabama",43629,01,127,2019
"Greene County, Alabama",24145,01,063,2019
"Bullock County, Alabama",37785,01,011,2019
"Chambers County, Alabama",42289,01,017,2019
"Haines Borough, Alaska",58059,02,100,2019
"Juneau City and Borough, Alaska",88390,02,110,2019
"Yukon-Koyukuk Census Area, Alaska",41413,02,290,2019
"Denali Borough, Alaska",81719,02,068,2019
"Hoonah-Angoon Census Area, Alaska",59803,02,105,2019
"Wrangell City and Borough, Alaska",53894,02,275,2019
"Pima County, Arizona",53379,04,019,2019
"Gila County, Arizona",43524,04,007,2019
"Cochise County, Arizona",49260,04,003,2019
"Apache County, Arizona",32508,04,001,2019
"Yuma County, Arizona",45243,04,027,2019
"Navajo County, Arizona",40067,04,017,2019
"Clay County, Arkansas",37233,05,021,2019
"Drew County, Arkansas",46997,05,043,2019
"Randolph County, Arkansas",37218,05,121,2019
"Boone County, Arkansas",45374,05,009,2019
"Lincoln County, Arkansas",46596,05,079,2019
"Crittenden County, Arkansas",40161,05,035,2019
"Faulkner County, Arkansas",52827,05,045,2019
"Walker County, Georgia",46157,13,295,2019
"Gwinnett County, Georgia",71026,13,135,2019
"Barrow County, Georgia",62345,13,013,2019
"Charlton County, Georgia",41961,13,049,2019
"Clinch County, Georgia",27658,13,065,2019
"Bartow County, Georgia",57423,13,015,2019
"Douglas County, Georgia",63835,13,097,2019
"Grady County, Georgia",43531,13,131,2019
"Hancock County, Georgia",31860,13,141,2019
"Whitfield County, Georgia",48623,13,313,2019
"Macon County, Georgia",32161,13,193,2019
"Troup County, Georgia",45649,13,285,2019
"Harris County, Georgia",76319,13,145,2019
"Schley County, Georgia",44448,13,249,2019
"Worth County, Georgia",45398,13,321,2019
"Dooly County, Georgia",37340,13,093,2019
"Evans County, Georgia",42607,13,109,2019
"Webster County, Georgia",37297,13,307,2019
"Effingham County, Georgia",66822,13,103,2019
"Glascock County, Georgia",45000,13,125,2019
"Quitman County, Georgia",26667,13,239,2019
"Chatham County, Georgia",56842,13,051,2019
"Johnson County, Georgia",42446,13,167,2019
"Lanier County, Georgia",40986,13,173,2019
"Madison County, Georgia",52500,13,195,2019
"Mitchell County, Georgia",38116,13,205,2019
"Tift County, Georgia",45639,13,277,2019
"Polk County, Georgia",44891,13,233,2019
"Talbot County, Georgia",38549,13,263,2019
"Terrell County, Georgia",34768,13,273,2019
"Thomas County, Georgia",43740,13,275,2019
"Wilkinson County, Georgia",38996,13,319,2019
"Oglethorpe County, Georgia",47120,13,221,2019
"Randolph County, Georgia",31699,13,243,2019
"Ware County, Georgia",36869,13,299,2019
"Wayne County, Georgia",45483,13,305,2019
"Wilcox County, Georgia",36964,13,315,2019
"Baldwin County, Georgia",43672,13,009,2019
"Bulloch County, Georgia",45550,13,031,2019
"Clay County, Georgia",22325,13,061,2019
"Echols County, Georgia",39494,13,101,2019
"DeKalb County, Georgia",62399,13,089,2019
"Haralson County, Georgia",48550,13,143,2019
"Jefferson County, Georgia",33944,13,163,2019
"Lincoln County, Georgia",39742,13,181,2019
"Murray County, Georgia",48033,13,213,2019
"Pulaski County, Georgia",45148,13,235,2019
"Rabun County, Georgia",42500,13,241,2019
"Towns County, Georgia",48219,13,281,2019
"Treutlen County, Georgia",32241,13,283,2019
"Irwin County, Georgia",37736,13,155,2019
"Appling County, Georgia",40304,13,001,2019
"Shelby County, Ohio",63806,39,149,2019
"Williams County, Ohio",53183,39,171,2019
"Columbiana County, Ohio",48345,39,029,2019
